metaamr_id	gene	protein_id	type	phenotype	mechanism	source
MAMR007143	blaACT-56	WP_033487869.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007144	tet(W)	WP_033493020.1	AMR	tetracycline	other	AMRFinder
MAMR007145	blaADC-143	WP_033502167.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007146	blaADC-61	WP_033503051.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007147	catC	KGT34314.1	AMR	chloramphenicol	other	AMRFinder
MAMR007148	hasA	KHA45933.1	AMR		other	AMRFinder
MAMR007149	farB	AAF40764.1	AMR	efflux	efflux	AMRFinder
MAMR007150	mtrC	AAF42063.1	AMR	efflux	efflux	AMRFinder
MAMR007151	blaTEM-19	WP_033560332.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007152	nfaE	AAB26855.2	AMR		other	AMRFinder
MAMR007153	aac(6')_Serra	WP_033632034.1	AMR	aminoglycoside	other	AMRFinder
MAMR007154	aac(6')_Serra	WP_033636082.1	AMR	aminoglycoside	other	AMRFinder
MAMR007155	aac(6')_Serra	WP_033639326.1	AMR	aminoglycoside	other	AMRFinder
MAMR007156	blaSRT-3	WP_033642964.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007157	aac(6')_Serra	WP_033644545.1	AMR	aminoglycoside	other	AMRFinder
MAMR007158	aac(6')-Ic	WP_033649026.1	AMR	aminoglycoside	other	AMRFinder
MAMR007159	aac(6')_Serra	WP_033651281.1	AMR	aminoglycoside	other	AMRFinder
MAMR007160	aac(6')_Serra	WP_033654785.1	AMR	aminoglycoside	other	AMRFinder
MAMR007161	blaOXA-254	WP_033841866.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007162	blaADC-159	WP_033851992.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007163	blaOXA-1034	WP_033887259.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007164	bpsH	AIY72950.1	AMR		other	AMRFinder
MAMR007165	blaOXA-1033	WP_033937969.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007166	blaPDC-65	WP_033940628.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007167	blaPDC-55	WP_033945151.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007168	blaOXA-485	WP_033954903.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007169	blaOXA-1125	WP_033955867.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007170	blaPDC-68	WP_033957064.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007171	arr-4	WP_033959319.1	AMR	rifamycin	other	AMRFinder
MAMR007172	blaPDC-70	WP_033962599.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007173	blaOXA-1133	WP_033968246.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007174	blaPDC-63	WP_033969586.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007175	blaPDC-57	WP_033974288.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007176	blaPDC-66	WP_033977759.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007177	blaOXA-1135	WP_033978625.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007178	blaPDC-14	WP_033982123.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007179	blaPDC-47	WP_033985393.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007180	blaPDC-51	WP_033987207.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007181	blaOXA-846	WP_033989974.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007182	blaPDC-11	WP_033990638.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007183	blaPDC-62	WP_033998317.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007184	blaPDC-43	WP_033998327.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007185	aac(3)-C1264	WP_034000523.1	AMR	gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007186	blaPDC-54	WP_034003797.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007187	blaOXA-906	WP_034005326.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007188	blaPDC-59	WP_034005655.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007189	aac(3)-Ic	WP_034006142.1	AMR	gentamicin	other	AMRFinder
MAMR007190	blaOXA-850	WP_034006563.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007191	blaPDC-67	WP_034020787.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007192	blaOXA-1199	WP_034021370.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007193	aph(3')-H48	WP_034024097.1	AMR	kanamycin	other	AMRFinder
MAMR007194	blaOXA-1025	WP_034025854.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007195	blaOXA-1022	WP_034027761.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007196	blaPDC-56	WP_034028067.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007197	blaPDC-52	WP_034031407.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007198	blaPDC-44	WP_034032599.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007199	blaOXA-415	WP_034033256.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007200	blaOXA-1023	WP_034033411.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007201	blaPDC-240	WP_034035338.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007202	blaPDC-61	WP_034039380.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007203	tmexC3	WP_034039546.1	AMR	tigecycline	efflux	AMRFinder
MAMR007204	blaPDC-45	WP_034041053.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007205	blaPDC-49	WP_034043639.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007206	blaPDC-50	WP_034048369.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007207	blaPDC-48	WP_034051361.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007208	blaPAC-1	WP_034051940.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007209	blaPDC-53	WP_034054438.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007210	blaPDC-72	WP_034056534.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007211	tmexD3	WP_034065037.1	AMR	tigecycline	efflux	AMRFinder
MAMR007212	blaPDC-69	WP_034066397.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007213	aph(3')-XV	WP_034067921.1	AMR	amikacin/kanamycin	other	AMRFinder
MAMR007214	blaPDC-23	WP_034071670.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007215	dfrA47	WP_034072810.1	AMR	trimethoprim	other	AMRFinder
MAMR007216	blaPDC-28	WP_034075190.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007217	blaVIM-11	WP_034080264.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007218	blaPDC-41	WP_034081664.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007219	blaOXA-937	WP_034081711.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007220	catB10	WP_034085125.1	AMR	chloramphenicol	other	AMRFinder
MAMR007221	cnrY	CAB82448.1	AMR	nickel	other	AMRFinder
MAMR007222	ehxA	AAZ76497.1	AMR		other	AMRFinder
MAMR007223	sab	AAZ76500.1	AMR		efflux	AMRFinder
MAMR007224	espP	AAZ76514.1	AMR		efflux	AMRFinder
MAMR007225	subA	AAZ76524.1	AMR		other	AMRFinder
MAMR007226	mcr-1.26	WP_034169413.1	AMR	colistin	other	AMRFinder
MAMR007227	fosA4	WP_034169466.1	AMR	fosfomycin	other	AMRFinder
MAMR007228	blaOXA-668	WP_034612711.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007229	blaOXA-818	WP_034670108.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007230	blaOXA-812	WP_034688190.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007231	aacA-ENT4	WP_034688908.1	AMR	aminoglycoside	other	AMRFinder
MAMR007232	aacA-ENT2	WP_034700626.1	AMR	aminoglycoside	other	AMRFinder
MAMR007233	dfrA40	WP_034702334.1	AMR	trimethoprim	other	AMRFinder
MAMR007234	blaCIA-1	WP_034735227.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007235	blaIND-2	WP_034735890.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007236	blaGOB-40	WP_034845394.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007237	aac(6')_Entco	WP_034860925.1	AMR	aminoglycoside	other	AMRFinder
MAMR007238	blaGOB-7	WP_034866180.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007239	vanS-C	WP_034869172.1	AMR	vancomycin	other	AMRFinder
MAMR007240	vanR-C	WP_034872470.1	AMR	vancomycin	other	AMRFinder
MAMR007241	plcR	AAZ81519.1	AMR		other	AMRFinder
MAMR007242	ant(4')-Ib	WP_035202393.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007243	catA10	WP_035203840.1	AMR	chloramphenicol	other	AMRFinder
MAMR007244	blaCTX-M-115	WP_035895532.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007245	blaEC-5	AAZ85965.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007246	blaEC-8	AAZ85968.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007247	sulR	WP_036299413.1	AMR	sulfonamide	other	AMRFinder
MAMR007248	erm(40)	WP_036428783.1	AMR	clarithromycin/clindamycin/erythromycin	target_modification	AMRFinder
MAMR007249	ipaH2	AAZ87985.1	AMR		other	AMRFinder
MAMR007250	ipaH3	AAZ88030.1	AMR		other	AMRFinder
MAMR007251	senB	AAZ89288.1	AMR		other	AMRFinder
MAMR007252	sigA	AAZ89804.1	AMR		efflux	AMRFinder
MAMR007253	ipaD	AAZ91108.1	AMR		other	AMRFinder
MAMR007254	blaOXA-1039	WP_037414505.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007255	blaOXA-252	WP_037428895.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007256	blaEBR-2	WP_038333643.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007257	blaADC-279	WP_038343177.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007258	blaOXA-424	WP_038348285.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007259	blaOXA-426	WP_038348482.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007260	blaOXA-425	WP_038348957.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007261	blaOXA-234	WP_038350216.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007262	aph(3')-Ib	WP_038404948.1	AMR	kanamycin	other	AMRFinder
MAMR007263	aac(3)-Id	WP_038404949.1	AMR	gentamicin	other	AMRFinder
MAMR007264	blaADC-5	WP_038405930.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007265	fosA	WP_038415208.1	AMR	fosfomycin	other	AMRFinder
MAMR007266	oqxB21	WP_038435619.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR007267	erm(39)	WP_038563636.1	AMR	clarithromycin/clindamycin/erythromycin	target_modification	AMRFinder
MAMR007268	qnrB12	WP_038640920.1	AMR	quinolone	other	AMRFinder
MAMR007269	aac(6')-III	WP_038726674.1	AMR	tobramycin	other	AMRFinder
MAMR007270	aac(6')-III	WP_038790798.1	AMR	tobramycin	other	AMRFinder
MAMR007271	blaOXA-461	WP_038813458.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007272	aph(9)-Ia	WP_038839037.1	AMR	spectinomycin	other	AMRFinder
MAMR007273	blaOXA-453	WP_038851696.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007274	aac(6')_Serra	WP_038879528.1	AMR	aminoglycoside	other	AMRFinder
MAMR007275	blaTEM-176	WP_038976851.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007276	blaCMY-42	WP_039023136.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007277	mcr-3.1	WP_039026394.1	AMR	colistin	other	AMRFinder
MAMR007278	qnrA2	WP_039034975.1	AMR	quinolone	other	AMRFinder
MAMR007279	mcr-3.38	WP_039039919.1	AMR	colistin	other	AMRFinder
MAMR007280	blaADC-215	WP_039098799.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007281	blaOXA-172	WP_039099030.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007282	blaLEN-17	WP_039103359.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007283	aac(6')-29	WP_039110076.1	AMR	aminoglycoside	other	AMRFinder
MAMR007284	catA9	WP_039139170.1	AMR	chloramphenicol	other	AMRFinder
MAMR007285	blaACC-1a	WP_039189232.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007286	blaOXA-407	WP_039208445.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007287	blaADC-216	WP_039211240.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007288	blaADC-219	WP_039213353.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007289	blaPEN-A31	WP_039217008.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007290	blaADC-148	WP_039246976.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007291	blaADC-146	WP_039258389.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007292	blaACT-93	WP_039261009.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007293	blaADC-145	WP_039270258.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007294	blaACT-37	WP_039272978.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007295	aac(6')_Serra	WP_039569351.1	AMR	aminoglycoside	other	AMRFinder
MAMR007296	aac(6')_Strep	WP_039639671.1	AMR	aminoglycoside	other	AMRFinder
MAMR007297	blaIMP-14	WP_039819893.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007298	blaOXA-646	WP_039902635.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007299	vanC1	WP_040013725.1	AMR	vancomycin	other	AMRFinder
MAMR007300	blaOXA-912	WP_040068451.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007301	blaACT-42	WP_040117106.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007302	aadA1	WP_040120354.1	AMR	streptomycin	other	AMRFinder
MAMR007303	blaOCH-1	WP_040129485.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007304	blaPDC-74	WP_040184286.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007305	blaTEM-206	WP_040197984.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007306	oqxB27	WP_040224644.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR007307	catA13	WP_040564913.1	AMR	chloramphenicol	other	AMRFinder
MAMR007308	aac(6')_Serra	WP_041036791.1	AMR	aminoglycoside	other	AMRFinder
MAMR007309	erm(44)v	WP_041079981.1	AMR	clindamycin/erythromycin	target_modification	AMRFinder
MAMR007310	erm(B)	WP_041152457.1	AMR	clindamycin/erythromycin/streptogramin_b	target_modification	AMRFinder
MAMR007311	tet(M)	WP_041160408.1	AMR	tetracycline	other	AMRFinder
MAMR007312	vanI	WP_041219811.1	AMR	vancomycin	other	AMRFinder
MAMR007313	blaFIA-1	WP_041258349.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007314	blaSGM-2	WP_041385949.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007315	blaANA-1	WP_041449074.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007316	cya	AJG68144.1	AMR		other	AMRFinder
MAMR007317	entFM	AJH19624.1	AMR		other	AMRFinder
MAMR007318	bpsX	AJI07938.1	AMR		other	AMRFinder
MAMR007319	bpsA	AJI07978.1	AMR		other	AMRFinder
MAMR007320	bpsC	AJI07989.1	AMR		other	AMRFinder
MAMR007321	bpsF	AJI08022.1	AMR		other	AMRFinder
MAMR007322	bpsE	AJI08079.1	AMR		other	AMRFinder
MAMR007323	bpsG	AJI08113.1	AMR		other	AMRFinder
MAMR007324	aacA47	WP_041550454.1	AMR	aminoglycoside	other	AMRFinder
MAMR007325	bla-C	WP_041692555.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007326	blaBPU-1	WP_041816295.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007327	cpb	AJI77134.1	AMR		other	AMRFinder
MAMR007328	blaLUS-1	WP_041881964.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007329	blaPLN-1	WP_041884311.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007330	blaCTX-M-104	WP_042004849.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007331	blaOXA-1163	WP_042016119.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007332	blaTRU-1	WP_042027926.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007333	blaFOX-21	WP_042058462.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007334	blaTEM-12	WP_042065300.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007335	blaOXA-1001	WP_042088348.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007336	qnrB69	WP_042308119.1	AMR	quinolone	other	AMRFinder
MAMR007337	yopM	AJJ21446.1	AMR		other	AMRFinder
MAMR007338	yopH	AJJ21453.1	AMR		other	AMRFinder
MAMR007339	yopT	AJJ21466.1	AMR		other	AMRFinder
MAMR007340	yopE	AJJ21471.1	AMR		other	AMRFinder
MAMR007341	mcr-3_set	WP_042649073.1	AMR	colistin	other	AMRFinder
MAMR007342	mcr-3.6	WP_042649074.1	AMR	colistin	other	AMRFinder
MAMR007343	blaMOX-9	WP_042649345.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007344	merF	ABA25986.1	AMR	mercury	other	AMRFinder
MAMR007345	blaCARB-44	WP_042764055.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007346	blaCARB-25	WP_042771632.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007347	aac(6')_Serra	WP_042785406.1	AMR	aminoglycoside	other	AMRFinder
MAMR007348	tet(59)	WP_042846365.1	AMR	tetracycline	efflux	AMRFinder
MAMR007349	ant(2'')-Ia	WP_042852798.1	AMR	gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007350	blaIMP-13	WP_042862936.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007351	cmlA10	WP_042862943.1	AMR	chloramphenicol	efflux	AMRFinder
MAMR007352	blaAQU-1	WP_042888870.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007353	vanB	WP_042958124.1	AMR	vancomycin	other	AMRFinder
MAMR007354	blaOXA-450	WP_042962442.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007355	sak	CAA24957.1	AMR		other	AMRFinder
MAMR007356	sed	AAB06195.1	AMR		other	AMRFinder
MAMR007357	tet(M)	WP_043029018.1	AMR	tetracycline	other	AMRFinder
MAMR007358	blaPDC-46	WP_043083525.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007359	blaPDC-60	WP_043089496.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007360	blaPDC-64	WP_043104614.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007361	qacL	WP_043106116.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR007362	blaMOX-12	WP_043155783.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007363	blaPAM-1	WP_043245728.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007364	erm(32)	WP_043470786.1	AMR	lincosamide/streptogramin	target_modification	AMRFinder
MAMR007365	blaCRH-1	WP_043592266.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007366	blaCRP-1	WP_043629745.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007367	catA13	WP_043774378.1	AMR	chloramphenicol	other	AMRFinder
MAMR007368	tcdR	AJP10335.1	AMR		other	AMRFinder
MAMR007369	tcdB	AJP10336.1	AMR		other	AMRFinder
MAMR007370	tcdE	AJP10337.1	AMR		other	AMRFinder
MAMR007371	tcdA	AJP10339.1	AMR		other	AMRFinder
MAMR007372	tcdC	AJP10340.1	AMR		other	AMRFinder
MAMR007373	cplR	AJP12342.1	AMR	clindamycin/lincomycin/retapamulin/virginiamycin	other	AMRFinder
MAMR007374	blaLEN-32	WP_043875313.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007375	qacF	WP_043876060.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR007376	blaOXA-232	WP_043907054.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007377	aac(6')_Strep	WP_043911783.1	AMR	aminoglycoside	other	AMRFinder
MAMR007378	blaPST-1	WP_043942497.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007379	aac(6')_Serra	WP_044030410.1	AMR	aminoglycoside	other	AMRFinder
MAMR007380	arr-7	WP_044059783.1	AMR	rifamycin	other	AMRFinder
MAMR007381	aac(3)-C322	WP_044061792.1	AMR	gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007382	aadA6	WP_044067522.1	AMR	streptomycin	other	AMRFinder
MAMR007383	blaVEB-21	WP_044103626.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007384	blaPOM-1	WP_044403015.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007385	aac(6')-31	WP_044424439.1	AMR	aminoglycoside	other	AMRFinder
MAMR007386	blaOKP-A-3	WP_044522859.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007387	blaMIR-20	WP_044597278.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007388	blaOXA-594	WP_044600959.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007389	blaLEN-8	WP_044614545.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007390	tet(O)	WP_044666383.1	AMR	tetracycline	other	AMRFinder
MAMR007391	blaCMY-48	WP_044699195.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007392	blaCTX-M-39	WP_044702041.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007393	blaADC-147	WP_044718369.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007394	qnrA10	WP_044735234.1	AMR	quinolone	other	AMRFinder
MAMR007395	blaOXA-638	WP_044779552.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007396	blaGOB-49	WP_045183849.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007397	blaOXA-443	WP_045219048.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007398	blaOXA-444	WP_045219469.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007399	blaACT-49	WP_045261282.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007400	blaACT-51	WP_045269678.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007401	blaACT-50	WP_045286607.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007402	blaCMH-3	WP_045295573.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007403	blaACT-47	WP_045309142.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007404	nccX	AAA65102.1	AMR	cadmium/cobalt/nickel	other	AMRFinder
MAMR007405	nccH	AAA65103.1	AMR	cadmium/cobalt/nickel	other	AMRFinder
MAMR007406	arsN2	ABB05616.1	AMR	arsenic	other	AMRFinder
MAMR007407	blaACT-40	WP_045328874.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007408	blaACT-48	WP_045331469.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007409	blaACT-41	WP_045331818.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007410	aac(6')-IIc	WP_045332676.1	AMR	gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007411	blaACT-46	WP_045337464.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007412	blaACT-44	WP_045340466.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007413	blaACT-75	WP_045347148.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007414	blaACT-25	WP_045351092.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007415	blaMIR-19	WP_045354584.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007416	blaMIR-21	WP_045372339.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007417	blaMIR-7	WP_045409557.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007418	blaMIR-3	WP_045418072.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007419	tir	ABB16332.1	AMR		other	AMRFinder
MAMR007420	dfrA42	WP_045475347.1	AMR	trimethoprim	other	AMRFinder
MAMR007421	iha	ABB17254.1	AMR		other	AMRFinder
MAMR007422	blaACT-23	WP_045620946.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007423	aacA56	WP_045890872.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007424	blaACT-72	WP_045895620.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007425	dfrA29	WP_045899678.1	AMR	trimethoprim	other	AMRFinder
MAMR007426	blaGES-2	WP_045912044.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007427	yopO	CFQ25321.1	AMR		other	AMRFinder
MAMR007428	aac(3)-XI	WP_046095284.1	AMR	aminoglycoside	other	AMRFinder
MAMR007429	cplR	AKC61310.1	AMR	clindamycin/lincomycin/retapamulin/virginiamycin	other	AMRFinder
MAMR007430	blaCMY-70	WP_046275846.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007431	erm(55)	WP_046361760.1	AMR	clarithromycin	target_modification	AMRFinder
MAMR007432	yadA	CNC65351.1	AMR		efflux	AMRFinder
MAMR007433	iroN	ABB61187.1	AMR		other	AMRFinder
MAMR007434	ipaH3	ABB62096.1	AMR		other	AMRFinder
MAMR007435	ipaH2	ABB62098.1	AMR		other	AMRFinder
MAMR007436	ipaD	ABB64677.1	AMR		other	AMRFinder
MAMR007437	ipaH3	ABB65884.1	AMR		other	AMRFinder
MAMR007438	ipaH2	ABB66229.1	AMR		other	AMRFinder
MAMR007439	virF	ABB68924.1	AMR		other	AMRFinder
MAMR007440	blaL1	WP_046430859.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007441	netF	AKF16652.1	AMR		other	AMRFinder
MAMR007442	aac(6')_Strep	WP_046502149.1	AMR	aminoglycoside	other	AMRFinder
MAMR007443	blaLEN-7	WP_046619698.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007444	aadA1	WP_046622360.1	AMR	streptomycin	other	AMRFinder
MAMR007445	blaOXA-107	WP_046661070.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007446	rmtH	WP_046664169.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR007447	aac(6')_Serra	WP_046687856.1	AMR	aminoglycoside	other	AMRFinder
MAMR007448	blaADC-181	WP_046693238.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007449	blaOXA-1144	WP_046759755.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007450	blaFONA-1	WP_046808255.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007451	blaOXA-1045	WP_046811527.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007452	copL	KLB41245.1	AMR	copper	other	AMRFinder
MAMR007453	blaADC-259	WP_046882921.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007454	blaCMH-5	WP_046887417.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007455	aac(6')_Serra	WP_046897272.1	AMR	aminoglycoside	other	AMRFinder
MAMR007456	aacA-STR-15	WP_046928126.1	AMR	aminoglycoside	other	AMRFinder
MAMR007457	aac(6')_Strep	WP_046930149.1	AMR	aminoglycoside	other	AMRFinder
MAMR007458	blaOXA-464	WP_046991607.1	AMR	beta-lactam	enzyme	AMRFinder
